Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,1,4569.00,1.99,0.13,0.00,Rolling,STT Paid,icicidirect,27-Jan-2022,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Sell,9,4516.80,17.90,1.14,0.00,Rolling,STT Paid,icicidirect,27-Jan-2022,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,3,3909.50,34.65,0.28,2.35,Rolling,STT Paid,icicidirect,29-Dec-2022,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,1,3909.50,11.55,0.09,0.00,Rolling,STT Paid,icicidirect,29-Dec-2022,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Sell,4,3608.40,42.64,0.34,0.00,TT,STT Paid,icicidirect,29-Mar-2023,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,4,7656.65,90.52,0.97,4.77,TT,STT Paid,icicidirect,21-Mar-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,15,1318.73,58.47,0.63,2.97,TT,STT Paid,icicidirect,04-Apr-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,15,1206.60,53.50,0.57,2.71,TT,STT Paid,icicidirect,07-Apr-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Sell,2,8350.00,49.36,0.53,0.00,TT,STT Paid,icicidirect,12-May-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Sell,2,8300.00,49.06,0.53,0.00,TT,STT Paid,icicidirect,13-May-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,8,1541.70,36.45,0.39,1.86,TT,STT Paid,icicidirect,26-Sep-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,1,1541.80,4.56,0.05,0.00,TT,STT Paid,icicidirect,26-Sep-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Buy,1,1541.70,4.56,0.05,0.00,TT,STT Paid,icicidirect,26-Sep-2025,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Sell,3,1378.00,12.22,0.13,0.00,TT,STT Paid,icicidirect,11-May-2026,NSE,
NIITEC,COFORGE LIMITED,INE591G01025,Sell,27,1378.00,109.97,1.18,0.00,TT,STT Paid,icicidirect,11-May-2026,NSE,
PERSYS,PERSISTENT SYSTEMS LIMITED,INE262H01021,Buy,9,4591.35,122.14,1.31,6.00,TT,STT Paid,icicidirect,08-Apr-2025,NSE,
PERSYS,PERSISTENT SYSTEMS LIMITED,INE262H01021,Buy,3,4906.50,43.51,0.47,2.21,TT,STT Paid,icicidirect,29-Sep-2025,NSE,
RADKHA,RADICO KHAITAN LTD,INE944F01028,Buy,2,3495.90,20.67,0.22,0.00,TT,STT Paid,icicidirect,11-May-2026,NSE,
RADKHA,RADICO KHAITAN LTD,INE944F01028,Buy,7,3495.90,72.33,0.78,5.19,TT,STT Paid,icicidirect,11-May-2026,NSE,
RELNIP,NIPPON LIFE IND ASSET MANAGEME,INE298J01013,Buy,59,252.00,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,02-Nov-2017,NSE,
RELNIP,NIPPON LIFE IND ASSET MANAGEME,INE298J01013,Sell,59,297.50,114.02,0.57,2.00,Rolling,STT Paid,icicidirect,04-Jan-2018,NSE,
RELNIP,NIPPON LIFE IND ASSET MANAGEME,INE298J01013,Buy,27,772.65,61.66,0.66,3.13,TT,STT Paid,icicidirect,23-Jun-2025,NSE,
SHRPRO,SHRIRAM PROPERTIES LIMITED,INE217L01019,Buy,133,91.69,36.04,0.39,2.00,TT,STT Paid,icicidirect,27-May-2026,NSE,
SHRPRO,SHRIRAM PROPERTIES LIMITED,INE217L01019,Buy,27,91.68,7.32,0.08,0.00,TT,STT Paid,icicidirect,27-May-2026,NSE,
SHRPRO,SHRIRAM PROPERTIES LIMITED,INE217L01019,Buy,20,91.57,5.41,0.06,0.00,TT,STT Paid,icicidirect,27-May-2026,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,100,149.10,96.86,0.51,2.24,Rolling,STT Paid,icicidirect,02-Sep-2020,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,100,146.95,43.44,0.51,0.00,Rolling,STT Paid,icicidirect,08-Sep-2020,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,180,191.50,101.90,1.19,5.17,Rolling,STT Paid,icicidirect,04-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,180,186.85,17.91,1.16,1.00,Rolling,STT Paid,icicidirect,05-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,180,192.75,17.92,1.20,0.00,Rolling,STT Paid,icicidirect,05-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,100,196.00,57.94,0.68,0.00,Rolling,STT Paid,icicidirect,06-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,23,196.00,13.33,0.16,0.00,Rolling,STT Paid,icicidirect,06-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,20,196.00,11.59,0.14,0.00,Rolling,STT Paid,icicidirect,06-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,17,196.00,9.85,0.12,0.00,Rolling,STT Paid,icicidirect,06-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,10,196.00,5.79,0.07,0.00,Rolling,STT Paid,icicidirect,06-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,10,196.00,5.79,0.07,0.00,Rolling,STT Paid,icicidirect,06-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,180,198.90,17.92,1.24,1.07,Rolling,STT Paid,icicidirect,07-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,180,196.80,17.92,1.22,0.00,Rolling,STT Paid,icicidirect,07-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,180,242.30,128.93,1.50,6.36,Rolling,STT Paid,icicidirect,13-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,180,257.00,136.75,1.60,0.00,Rolling,STT Paid,icicidirect,15-Jan-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,15,318.65,2.49,0.16,0.00,Rolling,STT Paid,icicidirect,02-Feb-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,93,318.60,15.43,1.02,1.00,Rolling,STT Paid,icicidirect,02-Feb-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,108,321.50,17.92,1.20,0.00,Rolling,STT Paid,icicidirect,02-Feb-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,180,295.00,18.03,1.86,0.00,Rolling,STT Paid,icicidirect,22-Apr-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,180,294.30,18.03,1.85,1.59,Rolling,STT Paid,icicidirect,22-Apr-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,90,356.00,94.70,0.99,4.81,Rolling,STT Paid,icicidirect,08-Jun-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,90,348.25,92.64,0.97,0.00,Rolling,STT Paid,icicidirect,11-Jun-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,108,355.80,113.57,1.19,5.76,Rolling,STT Paid,icicidirect,14-Jun-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,45,336.85,17.78,0.47,0.45,Rolling,STT Paid,icicidirect,18-Jun-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,40,331.65,15.81,0.41,0.00,Rolling,STT Paid,icicidirect,18-Jun-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,5,331.65,1.98,0.05,0.00,Rolling,STT Paid,icicidirect,18-Jun-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,90,326.00,17.86,0.91,0.88,Rolling,STT Paid,icicidirect,06-Jul-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,90,319.70,17.86,0.89,0.00,Rolling,STT Paid,icicidirect,06-Jul-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,108,319.70,102.05,1.07,0.00,Rolling,STT Paid,icicidirect,06-Jul-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,90,294.00,78.20,0.82,3.97,Rolling,STT Paid,icicidirect,27-Jul-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,77,294.00,66.91,0.70,0.00,Rolling,STT Paid,icicidirect,10-Aug-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,13,294.00,11.30,0.12,0.00,Rolling,STT Paid,icicidirect,10-Aug-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,108,304.60,97.23,1.02,4.52,Rolling,STT Paid,icicidirect,12-Aug-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,95,294.50,82.69,0.87,0.00,Rolling,STT Paid,icicidirect,17-Aug-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,13,294.50,11.32,0.12,0.00,Rolling,STT Paid,icicidirect,17-Aug-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,150,295.00,17.95,1.37,1.33,Rolling,STT Paid,icicidirect,01-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,150,295.00,17.95,1.37,0.00,Rolling,STT Paid,icicidirect,01-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,4,336.60,0.40,0.02,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,2,336.60,0.20,0.01,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,100,336.60,10.04,0.61,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,74,336.60,7.43,0.45,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,15,330.60,1.49,0.09,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,22,330.60,2.19,0.13,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,20,330.60,1.99,0.12,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,123,330.60,12.23,0.73,3.60,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,360,331.70,35.61,2.15,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,108,365.60,116.61,0.71,6.00,Rolling,STT Paid,icicidirect,07-Oct-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Sell,108,421.00,134.28,0.82,0.00,Rolling,STT Paid,icicidirect,12-Oct-2021,NSE,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,Buy,27,652.40,52.06,0.56,2.64,TT,STT Paid,icicidirect,27-Feb-2025,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,450,113.45,150.92,1.76,8.00,Rolling,STT Paid,icicidirect,12-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,10,110.50,3.27,0.04,0.00,Rolling,STT Paid,icicidirect,15-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,162,110.50,52.92,0.62,0.00,Rolling,STT Paid,icicidirect,15-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,278,110.50,90.81,1.06,0.00,Rolling,STT Paid,icicidirect,15-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,450,108.40,144.21,1.71,7.79,Rolling,STT Paid,icicidirect,10-May-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,225,107.40,71.44,0.85,0.00,Rolling,STT Paid,icicidirect,11-May-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,225,109.50,72.84,0.86,0.00,Rolling,STT Paid,icicidirect,11-May-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,114,133.00,44.81,0.47,3.59,Rolling,STT Paid,icicidirect,12-Aug-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,66,133.00,25.94,0.27,0.00,Rolling,STT Paid,icicidirect,12-Aug-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,25,129.10,9.54,0.10,0.00,Rolling,STT Paid,icicidirect,17-Aug-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,79,129.10,30.14,0.32,0.00,Rolling,STT Paid,icicidirect,17-Aug-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,75,129.10,28.62,0.30,0.00,Rolling,STT Paid,icicidirect,17-Aug-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,1,129.10,0.38,0.00,0.00,Rolling,STT Paid,icicidirect,17-Aug-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,360,132.00,17.97,1.47,1.43,Rolling,STT Paid,icicidirect,01-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,360,133.25,17.97,1.49,0.00,Rolling,STT Paid,icicidirect,01-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,360,133.00,123.79,0.86,5.84,Rolling,STT Paid,icicidirect,02-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,90,133.65,17.74,0.22,0.00,Rolling,STT Paid,icicidirect,02-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,25,130.05,9.60,0.06,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,55,129.95,21.11,0.13,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,25,130.05,9.60,0.06,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,87,130.05,33.41,0.20,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,70,130.05,26.88,0.16,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,5,130.05,1.92,0.01,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,3,130.05,1.15,0.01,0.00,Rolling,STT Paid,icicidirect,07-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,270,149.80,17.83,0.73,1.21,Rolling,STT Paid,icicidirect,29-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,270,150.90,17.83,0.73,0.00,Rolling,STT Paid,icicidirect,29-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,157,156.00,72.33,0.44,6.32,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,113,156.00,52.06,0.32,0.00,Rolling,STT Paid,icicidirect,30-Sep-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,63,231.00,43.01,0.42,2.18,Rolling,STT Paid,icicidirect,09-May-2022,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,37,211.10,23.09,0.25,0.00,TT,STT Paid,icicidirect,26-May-2023,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,44,211.05,27.45,0.30,0.00,TT,STT Paid,icicidirect,26-May-2023,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,84,222.55,55.26,0.65,0.00,TT,STT Paid,icicidirect,03-Jul-2023,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,41,238.30,28.88,0.31,0.00,TT,STT Paid,icicidirect,10-Aug-2023,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,64,238.30,45.08,0.49,0.00,TT,STT Paid,icicidirect,10-Aug-2023,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,63,381.50,71.04,0.77,0.00,TT,STT Paid,icicidirect,29-Jan-2024,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,45,405.00,53.87,0.58,2.73,TT,STT Paid,icicidirect,20-May-2025,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,450,33.02,43.92,0.47,0.00,TT,STT Paid,icicidirect,30-Jan-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,500,31.85,47.07,0.50,4.13,TT,STT Paid,icicidirect,30-Jan-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,720,22.02,46.86,0.50,2.00,TT,STT Paid,icicidirect,02-Feb-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,625,23.90,44.15,0.47,1.98,TT,STT Paid,icicidirect,16-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,625,22.54,41.64,0.45,2.11,TT,STT Paid,icicidirect,19-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,223,20.57,1.38,0.15,0.25,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,502,20.57,30.52,0.33,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,186,20.42,0.02,0.12,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,43,19.67,0.25,0.03,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,41,19.67,0.24,0.03,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,38,19.67,0.22,0.02,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,36,19.67,0.21,0.02,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,33,19.68,0.20,0.02,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,32,19.68,0.19,0.02,0.00,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Buy,750,19.63,43.52,0.47,3.18,TT,STT Paid,icicidirect,23-Mar-2026,NSE,
TATSIL,TATA SILVER ETF,INF277KA1984,Sell,1252,21.77,80.56,0.86,0.00,TT,STT Not Paid,icicidirect,30-Mar-2026,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,180,244.00,17.98,1.54,1.32,Rolling,STT Paid,icicidirect,27-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,180,243.45,17.98,1.53,0.00,Rolling,STT Paid,icicidirect,27-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,180,255.00,17.99,1.61,1.38,Rolling,STT Paid,icicidirect,29-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,180,255.00,17.99,1.61,0.00,Rolling,STT Paid,icicidirect,29-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,38,263.80,3.80,0.35,0.00,Rolling,STT Paid,icicidirect,30-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,142,263.80,14.20,1.31,1.42,Rolling,STT Paid,icicidirect,30-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,180,259.85,17.99,1.64,0.00,Rolling,STT Paid,icicidirect,30-Apr-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,150,259.00,114.85,1.36,5.83,Rolling,STT Paid,icicidirect,04-May-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,50,295.00,43.61,0.52,0.00,Rolling,STT Paid,icicidirect,10-May-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,100,267.80,79.15,0.83,0.00,Rolling,STT Paid,icicidirect,28-May-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,5,275.95,0.76,0.04,0.00,Rolling,STT Paid,icicidirect,20-Aug-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,3,275.95,0.46,0.03,0.00,Rolling,STT Paid,icicidirect,20-Aug-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,109,276.00,16.66,0.93,0.97,Rolling,STT Paid,icicidirect,20-Aug-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,117,268.85,17.88,0.98,0.00,Rolling,STT Paid,icicidirect,20-Aug-2021,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,45,463.20,61.61,0.66,3.50,TT,STT Paid,icicidirect,19-Mar-2025,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,45,465.70,61.94,0.66,3.14,TT,STT Paid,icicidirect,27-Mar-2025,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,45,375.00,49.88,0.54,2.53,TT,STT Paid,icicidirect,07-Apr-2025,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,45,661.65,88.00,0.94,0.00,TT,STT Paid,icicidirect,30-Mar-2026,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Sell,45,663.75,88.28,0.95,0.00,TT,STT Paid,icicidirect,30-Mar-2026,NSE,
VEDLIM,VEDANTA LIMITED,INE205A01025,Buy,45,334.00,44.42,0.48,2.25,TT,STT Paid,icicidirect,14-May-2026,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Buy,18,334.50,41.34,0.20,0.00,Rolling,STT Paid,icicidirect,06-Feb-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Sell,7,383.30,22.25,0.08,0.00,Rolling,STT Paid,icicidirect,17-Jul-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Sell,6,383.30,19.07,0.07,0.00,Rolling,STT Paid,icicidirect,17-Jul-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Buy,27,379.55,66.56,0.31,0.00,Rolling,STT Paid,icicidirect,09-Aug-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Sell,32,367.00,76.36,0.79,0.00,Rolling,STT Paid,icicidirect,29-Aug-2018,BSE,
YESBAN,YES BANK LIMITED,INE528G01035,Buy,45,198.25,57.95,0.27,1.00,Rolling,STT Paid,icicidirect,25-Oct-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Buy,29,172.35,32.47,0.15,1.00,Rolling,STT Paid,icicidirect,28-Nov-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Buy,25,172.35,27.99,0.13,0.00,Rolling,STT Paid,icicidirect,28-Nov-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Sell,54,163.00,57.17,0.26,0.00,Rolling,STT Paid,icicidirect,29-Nov-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Sell,45,181.40,53.02,0.24,0.00,Rolling,STT Paid,icicidirect,31-Dec-2018,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Buy,810,19.90,47.64,0.51,2.42,TT,STT Paid,icicidirect,09-May-2025,NSE,
YESBAN,YES BANK LIMITED,INE528G01035,Sell,630,23.90,44.50,0.48,0.00,TT,STT Paid,icicidirect,10-Oct-2025,NSE,
